,filename,age,full_utterance,preceding_item,preceding_item_type,succeeding_item,succeeding_item_type
758,Erbaugh/Kang/19.xml,44,"[('巧克力', 'n'), ('的', 'poss'), ('颜色', 'n')]",巧克力,n,颜色,n
759,Erbaugh/Kang/19.xml,44,"[('这', 'pro:dem'), ('黑色', 'adj'), ('的', 'cleft'), ('非常', 'adj'), ('黑', 'adj')]",黑色,adj,非常,adj
760,Erbaugh/Kang/19.xml,44,"[('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
761,Erbaugh/Kang/19.xml,44,"[('你', 'pro:per'), ('的', 'cleft')]",你,pro:per,NA,NA
762,Erbaugh/Kang/19.xml,44,"[('黑', 'v'), ('的', 'cleft'), ('也', 'adv'), ('喜欢', 'v')]",黑,v,也,adv
763,Erbaugh/Kang/19.xml,44,"[('今天', 'n:tm'), ('玩', 'v'), ('的', 'cleft'), ('好', 'adv'), ('快乐', 'adj'), ('啊', 'sfp')]",玩,v,好,adv
764,Erbaugh/Kang/19.xml,44,"[('就', 'adv'), ('刚才', 'adv'), ('蒋', 'n:prop'), ('阿姨', 'n:relat'), ('来', 'co'), ('的', 'poss'), ('玩', 'v'), ('的', 'cleft'), ('好', 'adv'), ('快乐', 'adj')]",来,co,玩,v
765,Erbaugh/Kang/19.xml,44,"[('就', 'adv'), ('刚才', 'adv'), ('蒋', 'n:prop'), ('阿姨', 'n:relat'), ('来', 'co'), ('的', 'poss'), ('玩', 'v'), ('的', 'cleft'), ('好', 'adv'), ('快乐', 'adj')]",玩,v,好,adv
766,Erbaugh/Kang/19.xml,44,"[('画', 'v'), ('一', 'num'), ('个', 'cl'), ('我', 'pro:per'), ('的', 'poss'), ('爸爸', 'n:relat')]",我,pro:per,爸爸,n:relat
767,Erbaugh/Kang/19.xml,44,"[('用', 'prep'), ('红', 'adj'), ('的', 'nom'), ('可以', 'v:aux')]",红,adj,可以,v:aux
768,Erbaugh/Kang/19.xml,44,"[('放', 'v'), ('在', 'prep'), ('哪里', 'pro:wh'), ('的', 'poss')]",哪里,pro:wh,NA,NA
769,Erbaugh/Kang/19.xml,44,"[('画', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('手', 'n')]",我,pro:per,手,n
770,Erbaugh/Kang/19.xml,44,"[('画', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('手', 'n')]",我,pro:per,手,n
771,Erbaugh/Kang/19.xml,44,"[('那', 'conj'), ('贵', 'pro:per'), ('的', 'poss'), ('纸', 'n'), ('你', 'pro:per'), ('怎么', 'adv:wh'), ('买', 'v'), ('得', 'stative'), ('起', 'cl'), ('呢', 'sfp')]",贵,pro:per,纸,n
772,Erbaugh/Kang/19.xml,44,"[('我', 'pro:per'), ('要', 'v:aux'), ('买', 'v'), ('很', 'adv'), ('大', 'adj'), ('很', 'adv'), ('大', 'adj'), ('的', 'cleft'), ('东西', 'n')]",大,adj,东西,n
773,Erbaugh/Kang/19.xml,44,"[('那', 'pro:dem'), ('姥姥', 'n:relat'), ('那个', 'co'), ('哥哥', 'n:relat'), ('那个', 'co'), ('挣', 'v'), ('的', 'cleft'), ('呢', 'sfp')]",挣,v,呢,sfp
774,Erbaugh/Kang/19.xml,44,"[('放', 'v'), ('茶杯', 'n'), ('跟', 'prep'), ('自己', 'pro:per'), ('的', 'poss'), ('裤子', 'n')]",自己,pro:per,裤子,n
775,Erbaugh/Kang/19.xml,44,"[('这', 'pro:dem'), ('是', 'v:cop'), ('一', 'num'), ('个', 'cl'), ('坏', 'adj'), ('掉', 'v:resc'), ('的', 'poss'), ('东西', 'n')]",掉,v:resc,东西,n
776,Erbaugh/Kang/19.xml,44,"[('看', 'v'), ('上面', 'post'), ('的', 'poss'), ('东西', 'n')]",上面,post,东西,n
777,Erbaugh/Kang/19.xml,44,"[('这个', 'co'), ('就是', 'co:int'), ('把', 'prep'), ('苹果', 'n'), ('切', 'v'), ('成', 'v:resc'), ('一', 'num'), ('瓣', 'cl'), ('一', 'num'), ('瓣', 'cl'), ('的', 'cleft'), ('嘛', 'sfp')]",瓣,cl,嘛,sfp
778,Erbaugh/Kang/19.xml,44,"[('那', 'conj'), ('这个', 'co'), ('做', 'v'), ('什么', 'pro:wh'), ('的', 'poss')]",什么,pro:wh,NA,NA
779,Erbaugh/Kang/19.xml,44,"[('那', 'conj'), ('这个', 'co'), ('做', 'v'), ('什么', 'pro:wh'), ('的', 'poss')]",什么,pro:wh,NA,NA
780,Erbaugh/Kang/20.xml,44,"[('白白', 'adj'), ('的', 'poss')]",白白,adj,NA,NA
781,Erbaugh/Kang/20.xml,44,"[('看', 'v'), ('的', 'cleft'), ('懂', 'v:resc')]",看,v,懂,v:resc
782,Erbaugh/Kang/20.xml,44,"[('空手', 'adv'), ('道', 'v'), ('的', 'cleft'), ('空', 'adj')]",道,v,空,adj
783,Erbaugh/Kang/20.xml,44,"[('干', 'v'), ('嘛', 'sfp'), ('的', 'poss')]",嘛,sfp,NA,NA
784,Erbaugh/Kang/20.xml,44,"[('就是', 'co:int'), ('切', 'v'), ('菜', 'n'), ('的', 'poss')]",菜,n,NA,NA
785,Erbaugh/Kang/20.xml,44,"[('上', 'post'), ('一', 'adv'), ('次', 'adj'), ('上', 'v:dirc'), ('个', 'cl'), ('礼拜天', 'n:tm'), ('我们', 'pro:per'), ('到', 'v:resc'), ('动物园', 'n'), ('去', 'v:dirc'), ('的', 'poss'), ('时候', 'n'), ('也', 'adv'), ('看到', 'v'), ('骆驼', 'n'), ('了', 'asp')]",去,v:dirc,时候,n
786,Erbaugh/Kang/20.xml,44,"[('妈妈', 'n:relat'), ('这', 'pro:dem'), ('怎么', 'adv:wh'), ('弄', 'v'), ('的', 'cleft')]",弄,v,NA,NA
787,Erbaugh/Kang/20.xml,44,"[('怎么', 'adv:wh'), ('竖', 'v'), ('起', 'v:dirc'), ('来', 'v:dirc'), ('的', 'poss')]",来,v:dirc,NA,NA
788,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('怎么', 'adv:wh'), ('是', 'v:cop'), ('收', 'v'), ('起来', 'v:dirc'), ('的', 'poss')]",起来,v:dirc,NA,NA
789,Erbaugh/Kang/20.xml,44,"[('刚才', 'adv'), ('这个', 'co'), ('最', 'adv'), ('小', 'adj'), ('的', 'nom')]",小,adj,NA,NA
790,Erbaugh/Kang/20.xml,44,"[('这个', 'co'), ('怎么', 'adv:wh'), ('最', 'adv'), ('大', 'adj'), ('的', 'nom'), ('啊', 'sfp')]",大,adj,啊,sfp
791,Erbaugh/Kang/20.xml,44,"[('咸咸', 'adj'), ('的', 'cleft'), ('那个', 'co')]",咸咸,adj,那个,co
792,Erbaugh/Kang/20.xml,44,"[('是', 'v:cop'), ('放', 'v'), ('什么', 'pro:wh'), ('的', 'poss')]",什么,pro:wh,NA,NA
793,Erbaugh/Kang/20.xml,44,"[('不', 'adv'), ('会', 'v:resc'), ('紧', 'adj'), ('的', 'cleft'), ('啦', 'sfp')]",紧,adj,啦,sfp
794,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('转弯', 'n'), ('都', 'adv'), ('不', 'adv'), ('要', 'v:aux'), ('停', 'v'), ('车', 'n'), ('的', 'poss')]",车,n,NA,NA
795,Erbaugh/Kang/20.xml,44,"[('老板', 'n'), ('修', 'v'), ('的', 'cleft'), ('不', 'adv'), ('好', 'adj')]",修,v,不,adv
796,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('看到', 'v'), ('有', 'v'), ('一', 'num'), ('个', 'cl'), ('人', 'n'), ('好像', 'adv'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss'), ('朋友', 'n')]",我,pro:per,朋友,n
797,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('是', 'v:cop'), ('开车', 'v'), ('的', 'cleft')]",开车,v,NA,NA
798,Erbaugh/Kang/20.xml,44,"[('假装', 'v'), ('我', 'pro:per'), ('是', 'v:cop'), ('开车', 'v'), ('来', 'v:dirc'), ('的', 'poss')]",来,v:dirc,NA,NA
799,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('自己', 'pro:per'), ('开车', 'v'), ('来', 'v:dirc'), ('的', 'poss')]",来,v:dirc,NA,NA
800,Erbaugh/Kang/20.xml,44,"[('那个', 'co'), ('大', 'adj'), ('苹果', 'n'), ('重重', 'v'), ('的', 'cleft')]",重重,v,NA,NA
801,Erbaugh/Kang/20.xml,44,"[('拿', 'v'), ('假', 'n'), ('的', 'poss'), ('香蕉', 'n')]",假,n,香蕉,n
802,Erbaugh/Kang/20.xml,44,"[('给', 'prep'), ('我', 'pro:per'), ('拿', 'prep'), ('假', 'n'), ('的', 'poss'), ('香蕉', 'n'), ('吃', 'v')]",假,n,香蕉,n
803,Erbaugh/Kang/20.xml,44,"[('假装', 'v'), ('你', 'pro:per'), ('是', 'v:cop'), ('个', 'cl'), ('加油站', 'n'), ('的', 'poss'), ('人', 'n')]",加油站,n,人,n
804,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('拿', 'v'), ('家', 'n'), ('里', 'post'), ('的', 'poss'), ('钱', 'n')]",里,post,钱,n
805,Erbaugh/Kang/20.xml,44,"[('我', 'pro:per'), ('就', 'adv'), ('开', 'v:resc'), ('过来', 'v:dirc'), ('的', 'poss'), ('时候', 'n'), ('你', 'pro:per'), ('就', 'adv'), ('讲', 'v')]",过来,v:dirc,时候,n
806,Erbaugh/Kang/20.xml,44,"[('要', 'v'), ('嘛', 'sfp'), ('的', 'poss')]",嘛,sfp,NA,NA
807,Erbaugh/Kang/20.xml,44,"[('嘛', 'sfp'), ('的', 'poss'), ('汽车', 'n'), ('没有', 'adv')]",嘛,sfp,汽车,n
808,Erbaugh/Kang/20.xml,44,"[('野生', 'adj'), ('动物园', 'n'), ('的', 'poss'), ('动物', 'n'), ('都', 'adv'), ('是', 'v:cop'), ('没有', 'v'), ('笼子', 'n')]",动物园,n,动物,n
809,Erbaugh/Kang/20.xml,44,"[('都', 'adv'), ('不', 'adv'), ('是', 'v:cop'), ('关', 'v'), ('起来', 'v:dirc'), ('的', 'poss')]",起来,v:dirc,NA,NA
810,Erbaugh/Kang/20.xml,44,"[('爸爸', 'n:relat'), ('也', 'adv'), ('跟', 'prep'), ('我', 'pro:per'), ('讲', 'v'), ('过', 'adv'), ('野', 'adj'), ('山', 'n'), ('动物园', 'n'), ('的', 'poss'), ('故事', 'n')]",动物园,n,故事,n
811,Erbaugh/Kang/20.xml,44,"[('你', 'pro:per'), ('就', 'adv'), ('给', 'prep'), ('我', 'pro:per'), ('泡', 'v'), ('牛奶', 'n'), ('吃', 'v'), ('的', 'cleft')]",吃,v,NA,NA
812,Erbaugh/Kang/20.xml,44,"[('你', 'pro:per'), ('这样', 'adv'), ('让', 'v'), ('我', 'pro:per'), ('痒痒', 'adj'), ('的', 'poss')]",痒痒,adj,NA,NA
813,Erbaugh/Kang/21.xml,45,"[('那', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss')]",我,pro:per,NA,NA
814,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('豆豆', 'n:prop')]",我,pro:per,豆豆,n:prop
815,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('草', 'n')]",我,pro:per,草,n
816,Erbaugh/Kang/21.xml,45,"[('没有', 'adv'), ('的', 'poss'), ('时候', 'n'), ('就', 'adv'), ('站', 'v'), ('着', 'asp')]",没有,adv,时候,n
817,Erbaugh/Kang/21.xml,45,"[('他', 'pro:per'), ('去', 'v:dirc'), ('xxx', ''), ('的', 'poss'), ('时候', 'n'), ('骂', 'v'), ('他', 'pro:per')]",xxx,,时候,n
818,Erbaugh/Kang/21.xml,45,"[('还是', 'adv'), ('好好', 'adj'), ('的', 'poss')]",好好,adj,NA,NA
819,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('世界', 'n'), ('的', 'poss'), ('救星', 'n')]",世界,n,救星,n
820,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('时代', 'n'), ('的', 'poss'), ('伟人', 'n')]",时代,n,伟人,n
821,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('自由', 'adj'), ('的', 'poss'), ('灯塔', 'n')]",自由,adj,灯塔,n
822,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('时代', 'n'), ('的', 'poss'), ('伟人', 'n')]",时代,n,伟人,n
823,Erbaugh/Kang/21.xml,45,"[('那个', 'co'), ('总统', 'n'), ('蒋', 'n:prop'), ('公', 'adj'), ('之', 'nom'), ('歌', 'n'), ('的', 'poss'), ('那个', 'co')]",歌,n,那个,co
824,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('世界', 'n'), ('的', 'poss'), ('救星', 'n')]",世界,n,救星,n
825,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('时代', 'n'), ('的', 'poss'), ('伟人', 'n')]",时代,n,伟人,n
826,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('自由', 'adj'), ('的', 'poss'), ('灯塔', 'n')]",自由,adj,灯塔,n
827,Erbaugh/Kang/21.xml,45,"[('你', 'pro:per'), ('是', 'v:cop'), ('时代', 'n'), ('的', 'poss'), ('伟人', 'n')]",时代,n,伟人,n
828,Erbaugh/Kang/21.xml,45,"[('快', 'adv'), ('吃', 'v'), ('点心', 'n'), ('时', 'n'), ('唱', 'v'), ('的', 'cleft'), ('一起', 'adv')]",唱,v,一起,adv
829,Erbaugh/Kang/21.xml,45,"[('蒋', 'n:prop'), ('阿姨', 'n:relat'), ('给', 'v'), ('我', 'pro:per'), ('的', 'poss')]",我,pro:per,NA,NA
830,Erbaugh/Kang/21.xml,45,"[('这', 'pro:dem'), ('是', 'v:cop'), ('搞', 'v'), ('到', 'v:resc'), ('人家', 'pro:per'), ('手上', 'adv'), ('的', 'cleft'), ('那个', 'co')]",手上,adv,那个,co
831,Erbaugh/Kang/21.xml,45,"[('他', 'pro:per'), ('有', 'v'), ('专门', 'adj'), ('的', 'cleft'), ('内裤', 'n')]",专门,adj,内裤,n
832,Erbaugh/Kang/21.xml,45,"[('哪边', 'pro:wh'), ('是', 'v:cop'), ('他', 'pro:per'), ('的', 'poss'), ('肚子', 'n')]",他,pro:per,肚子,n
833,Erbaugh/Kang/21.xml,45,"[('妈妈', 'n:relat'), ('我', 'pro:per'), ('要', 'v:aux'), ('把', 'prep'), ('他', 'pro:per'), ('弄', 'v'), ('的', 'cleft')]",弄,v,NA,NA
834,Erbaugh/Kang/21.xml,45,"[('妈妈', 'n:relat'), ('我', 'pro:per'), ('要', 'v:aux'), ('整', 'v'), ('的', 'cleft')]",整,v,NA,NA
835,Erbaugh/Kang/21.xml,45,"[('这', 'pro:dem'), ('是', 'v:cop'), ('个', 'cl'), ('摇', 'v'), ('一', 'adv'), ('摇', 'v'), ('的', 'cleft')]",摇,v,NA,NA
836,Erbaugh/Kang/21.xml,45,"[('开玩笑', 'v'), ('玩', 'v'), ('的', 'cleft')]",玩,v,NA,NA
837,Erbaugh/Kang/21.xml,45,"[('刚才', 'adv'), ('讲', 'v'), ('的', 'cleft'), ('那个', 'co'), ('啊', 'sfp')]",讲,v,那个,co
838,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('觉得', 'v'), ('头', 'n'), ('歪歪', 'adj'), ('的', 'nom')]",歪歪,adj,NA,NA
839,Erbaugh/Kang/21.xml,45,"[('凸', 'adj'), ('进去', 'v:dirc'), ('的', 'poss'), ('地方', 'n'), ('呢', 'sfp')]",进去,v:dirc,地方,n
840,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('天', 'n')]",我,pro:per,天,n
841,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('觉得', 'v'), ('没有', 'adv'), ('吃', 'v'), ('甜', 'adj'), ('的', 'nom')]",甜,adj,NA,NA
842,Erbaugh/Kang/21.xml,45,"[('还', 'adv'), ('说', 'v'), ('玩', 'v'), ('的', 'cleft'), ('好', 'adj'), ('不', 'adv'), ('好玩', 'adj')]",玩,v,好,adj
843,Erbaugh/Kang/21.xml,45,"[('好玩', 'adj'), ('的', 'nom')]",好玩,adj,NA,NA
844,Erbaugh/Kang/21.xml,45,"[('打', 'v'), ('鼓', 'n'), ('的', 'poss')]",鼓,n,NA,NA
845,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('昨天', 'n:tm'), ('回来', 'v'), ('的', 'cleft'), ('时候', 'n'), ('在', 'prep'), ('车', 'n'), ('上', 'post'), ('发脾气', 'v')]",回来,v,时候,n
846,Erbaugh/Kang/21.xml,45,"[('白白', 'adj'), ('的', 'cleft'), ('那', 'det'), ('种', 'cl'), ('纸', 'n')]",白白,adj,那,det
847,Erbaugh/Kang/21.xml,45,"[('碰', 'v'), ('到', 'v:resc'), ('热', 'v'), ('的', 'cleft'), ('东西', 'n')]",热,v,东西,n
848,Erbaugh/Kang/21.xml,45,"[('把', 'prep'), ('你', 'pro:per'), ('的', 'poss'), ('手', 'n'), ('吃', 'v'), ('完', 'v:resc')]",你,pro:per,手,n
849,Erbaugh/Kang/21.xml,45,"[('要', 'v:aux'), ('是', 'v:cop'), ('我', 'pro:per'), ('一', 'adv'), ('吃', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('手', 'n'), ('就', 'adv'), ('掉', 'v:resc'), ('一块', 'adv')]",你,pro:per,手,n
850,Erbaugh/Kang/21.xml,45,"[('把', 'prep'), ('下面', 'post'), ('的', 'poss'), ('吃', 'v'), ('掉', 'v:resc')]",下面,post,吃,v
851,Erbaugh/Kang/21.xml,45,"[('挖土机', 'n'), ('的', 'poss'), ('怪', 'n'), ('手', 'n')]",挖土机,n,怪,n
852,Erbaugh/Kang/21.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('臭', 'adj'), ('脚', 'n'), ('丫', 'n:prop')]",我,pro:per,臭,adj
853,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('在', 'adv'), ('用', 'prep'), ('这边', 'post'), ('滑', 'v'), ('的', 'cleft'), ('这边', 'post')]",滑,v,这边,post
854,Erbaugh/Kang/22.xml,45,"[('哎', 'co'), ('怎么', 'adv:wh'), ('搞', 'v'), ('的', 'cleft')]",搞,v,NA,NA
855,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('自己', 'pro:per'), ('会', 'n'), ('的', 'poss')]",会,n,NA,NA
856,Erbaugh/Kang/22.xml,45,"[('穿穿', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('鞋子', 'n')]",你,pro:per,鞋子,n
857,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('要', 'v:aux'), ('穿', 'v'), ('爸爸', 'n:relat'), ('的', 'poss'), ('大', 'adj'), ('皮鞋', 'n')]",爸爸,n:relat,大,adj
858,Erbaugh/Kang/22.xml,45,"[('前面', 'post'), ('的', 'poss'), ('泥', 'n'), ('呀', 'sfp')]",前面,post,泥,n
859,Erbaugh/Kang/22.xml,45,"[('擦', 'v'), ('鞋底', 'n'), ('的', 'poss')]",鞋底,n,NA,NA
860,Erbaugh/Kang/22.xml,45,"[('妈妈', 'n:relat'), ('你', 'pro:per'), ('的', 'poss'), ('茶茶', 'n'), ('呢', 'sfp')]",你,pro:per,茶茶,n
861,Erbaugh/Kang/22.xml,45,"[('有', 'v'), ('贴', 'v'), ('剪贴', 'v'), ('的', 'cleft')]",剪贴,v,NA,NA
862,Erbaugh/Kang/22.xml,45,"[('是', 'v:cop'), ('方', 'n'), ('的', 'cleft'), ('吗', 'sfp')]",方,n,吗,sfp
863,Erbaugh/Kang/22.xml,45,"[('还有', 'conj'), ('一', 'num'), ('脚', 'n'), ('的', 'poss'), ('鸟', 'n')]",脚,n,鸟,n
864,Erbaugh/Kang/22.xml,45,"[('什么', 'pro:wh'), ('站', 'v'), ('的', 'cleft')]",站,v,NA,NA
865,Erbaugh/Kang/22.xml,45,"[('这个', 'co'), ('怎么', 'adv:wh'), ('做', 'v'), ('的', 'cleft')]",做,v,NA,NA
866,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('会', 'n'), ('的', 'poss')]",会,n,NA,NA
867,Erbaugh/Kang/22.xml,45,"[('这', 'pro:dem'), ('是', 'v:cop'), ('旧', 'adj'), ('的', 'nom')]",旧,adj,NA,NA
868,Erbaugh/Kang/22.xml,45,"[('那个', 'co'), ('是', 'v:cop'), ('算命', 'v'), ('的', 'cleft')]",算命,v,NA,NA
869,Erbaugh/Kang/22.xml,45,"[('那', 'conj'), ('算命', 'v'), ('的', 'cleft')]",算命,v,NA,NA
870,Erbaugh/Kang/22.xml,45,"[('新鲜', 'adj'), ('的', 'nom'), ('好', 'adv'), ('好', 'adj'), ('吃', 'v'), ('啊', 'sfp')]",新鲜,adj,好,adv
871,Erbaugh/Kang/22.xml,45,"[('妈妈', 'n:relat'), ('这里', 'post'), ('是', 'v:cop'), ('用来', 'v'), ('做', 'v'), ('什么', 'pro:wh'), ('的', 'poss')]",什么,pro:wh,NA,NA
872,Erbaugh/Kang/22.xml,45,"[('哎', 'co'), ('我', 'pro:per'), ('的', 'poss'), ('那个', 'co'), ('大', 'adj'), ('帽子', 'n'), ('呢', 'sfp')]",我,pro:per,那个,co
873,Erbaugh/Kang/22.xml,45,"[('玩', 'v'), ('的', 'cleft'), ('太', 'adv'), ('久', 'adj'), ('没', 'adv'), ('吃', 'v'), ('到', 'v:resc'), ('点心', 'n')]",玩,v,太,adv
874,Erbaugh/Kang/22.xml,45,"[('趁着', 'prep'), ('打', 'v'), ('棒球', 'n'), ('的', 'poss'), ('时候', 'n')]",棒球,n,时候,n
875,Erbaugh/Kang/22.xml,45,"[('一', 'num'), ('个', 'cl'), ('人', 'n'), ('去', 'v:dirc'), ('打', 'v'), ('乒乓球', 'n'), ('的', 'poss'), ('时候', 'n')]",乒乓球,n,时候,n
876,Erbaugh/Kang/22.xml,45,"[('那里', 'post'), ('有', 'v'), ('一', 'num'), ('个', 'cl'), ('绿色', 'adj'), ('的', 'cleft'), ('东西', 'n'), ('好', 'adv'), ('漂亮', 'adj')]",绿色,adj,东西,n
877,Erbaugh/Kang/22.xml,45,"[('那个', 'co'), ('水', 'n'), ('是', 'v:cop'), ('绿色', 'adj'), ('的', 'nom'), ('好', 'adv'), ('漂亮', 'adj')]",绿色,adj,好,adv
878,Erbaugh/Kang/22.xml,45,"[('妈妈', 'n:relat'), ('那', 'conj'), ('我', 'pro:per'), ('的', 'poss')]",我,pro:per,NA,NA
879,Erbaugh/Kang/22.xml,45,"[('花脸', 'n'), ('是', 'v:cop'), ('男', 'adj'), ('的', 'poss')]",男,adj,NA,NA
880,Erbaugh/Kang/22.xml,45,"[('你', 'pro:per'), ('的', 'poss'), ('手', 'n'), ('太', 'adv'), ('长', 'v'), ('啦', 'sfp')]",你,pro:per,手,n
881,Erbaugh/Kang/22.xml,45,"[('到', 'v:resc'), ('妈妈', 'n:relat'), ('的', 'poss'), ('客厅', 'n'), ('去', 'v:dirc')]",妈妈,n:relat,客厅,n
882,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('要', 'v:aux'), ('兑', 'v'), ('那个', 'co'), ('凉', 'v'), ('的', 'cleft'), ('水', 'n'), ('呀', 'sfp')]",凉,v,水,n
883,Erbaugh/Kang/22.xml,45,"[('那个', ''), ('戏', ''), ('台', ''), ('那个', 'co'), ('地方', 'n'), ('有', 'v'), ('一', 'num'), ('个', 'cl'), ('养', 'v'), ('猪', 'n'), ('的', 'poss'), ('地方', 'n'), ('很', 'adv'), ('臭', 'adj')]",猪,n,地方,n
884,Erbaugh/Kang/22.xml,45,"[('贴', 'v'), ('的', 'cleft'), ('黄金', 'n'), ('丝', 'n'), ('膏', 'n')]",贴,v,黄金,n
885,Erbaugh/Kang/22.xml,45,"[('就是', 'co:int'), ('看', 'v'), ('完', 'v:resc'), ('病', 'n'), ('的', 'cleft'), ('时候', 'n'), ('吃', 'v'), ('过', 'adv'), ('一', 'num'), ('次', 'cl')]",病,n,时候,n
886,Erbaugh/Kang/22.xml,45,"[('是', 'v:cop'), ('去', 'v:dirc'), ('看', 'v'), ('完', 'v:resc'), ('病', 'n'), ('的', 'cleft'), ('时候', 'n'), ('弄', 'v'), ('的', 'cleft')]",病,n,NA,NA
887,Erbaugh/Kang/22.xml,45,"[('是', 'v:cop'), ('去', 'v:dirc'), ('看', 'v'), ('完', 'v:resc'), ('病', 'n'), ('的', 'cleft'), ('时候', 'n'), ('弄', 'v'), ('的', 'cleft')]",病,n,NA,NA
888,Erbaugh/Kang/22.xml,45,"[('那', 'pro:dem'), ('边', 'n'), ('的', 'poss')]",边,n,NA,NA
889,Erbaugh/Kang/22.xml,45,"[('花脸', 'n'), ('走', 'v:dirc'), ('的', 'poss')]",走,v:dirc,NA,NA
890,Erbaugh/Kang/22.xml,45,"[('唱', 'v'), ('戏', 'n'), ('的', 'poss'), ('花脸', 'n'), ('用', 'v'), ('跑', 'v'), ('的', 'cleft')]",戏,n,花脸,n
891,Erbaugh/Kang/22.xml,45,"[('唱', 'v'), ('戏', 'n'), ('的', 'poss'), ('花脸', 'n'), ('用', 'v'), ('跑', 'v'), ('的', 'cleft')]",跑,v,NA,NA
892,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('是', 'v:cop'), ('穿', 'v'), ('红', 'adj'), ('衣服', 'n'), ('的', 'poss'), ('那个', 'co'), ('人', 'n')]",衣服,n,那个,co
893,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('就', 'adv'), ('用', 'v'), ('跑', 'v'), ('的', 'cleft')]",跑,v,NA,NA
894,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('舞台', 'n'), ('很', 'adv'), ('大', 'adj'), ('的', 'nom')]",我,pro:per,舞台,n
895,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('的', 'poss'), ('舞台', 'n'), ('很', 'adv'), ('大', 'adj'), ('的', 'nom')]",大,adj,NA,NA
896,Erbaugh/Kang/22.xml,45,"[('电视', 'n'), ('里', 'post'), ('那个', 'co'), ('穿', 'v'), ('红', 'adj'), ('衣服', 'n'), ('的', 'poss'), ('那样', 'adv'), ('踢', 'v'), ('刀', 'n'), ('啊', 'sfp')]",衣服,n,那样,adv
897,Erbaugh/Kang/22.xml,45,"[('妈妈', 'n:relat'), ('你', 'pro:per'), ('就', 'adv'), ('用', 'v'), ('跑', 'v'), ('的', 'cleft'), ('啊', 'sfp')]",跑,v,啊,sfp
898,Erbaugh/Kang/22.xml,45,"[('把', 'prep'), ('你', 'pro:per'), ('的', 'poss'), ('刀', 'n'), ('弄', 'v'), ('断', 'v:resc')]",你,pro:per,刀,n
899,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('把', 'prep'), ('刀', 'n'), ('丢', 'v'), ('过去', 'v:dirc'), ('正好', 'adv'), ('插', 'v'), ('到', 'v:resc'), ('你', 'pro:per'), ('的', 'poss'), ('眼睛', 'n')]",你,pro:per,眼睛,n
900,Erbaugh/Kang/22.xml,45,"[('青衣', 'n'), ('是', 'v:cop'), ('女', 'adj'), ('的', 'cleft'), ('啦', 'sfp')]",女,adj,啦,sfp
901,Erbaugh/Kang/22.xml,45,"[('我', 'pro:per'), ('要', 'v:aux'), ('喝', 'v'), ('白', 'n:prop'), ('的', 'poss')]",白,n:prop,NA,NA
