,filename,age,full_utterance,preceding_item,preceding_item_type,succeeding_item,succeeding_item_type
0,Erbaugh/Kang/01.xml,34,"[('啊', 'sfp'), ('爸爸', 'n:relat'), ('都', 'adv'), ('是', 'v:cop'), ('这', 'pro:dem'), ('样子', 'n'), ('做', 'v'), ('的', 'cleft')]",做,v,NA,NA
1,Erbaugh/Kang/01.xml,34,"[('推土机', 'n'), ('的', 'cleft')]",推土机,n,NA,NA
2,Erbaugh/Kang/01.xml,34,"[('谁', 'pro:wh'), ('住', 'v:resc'), ('的', 'poss'), ('地方', 'n')]",住,v:resc,地方,n
3,Erbaugh/Kang/01.xml,34,"[('好', 'adj'), ('的', 'nom'), ('摔', 'v'), ('掉', 'v:resc')]",好,adj,摔,v
4,Erbaugh/Kang/01.xml,34,"[('做', 'v'), ('大', 'adj'), ('的', 'nom')]",大,adj,NA,NA
5,Erbaugh/Kang/01.xml,34,"[('这', 'pro:dem'), ('可不', 'adv'), ('是', 'v:cop'), ('咬', 'v'), ('的', 'cleft')]",咬,v,NA,NA
6,Erbaugh/Kang/01.xml,34,"[('这', 'pro:dem'), ('是', 'v:cop'), ('这', 'pro:dem'), ('谁', 'pro:wh'), ('住', 'v:resc'), ('的', 'poss'), ('地方', 'n')]",住,v:resc,地方,n
7,Erbaugh/Kang/01.xml,34,"[('这', 'pro:dem'), ('谁', 'pro:wh'), ('住', 'v:resc'), ('的', 'poss'), ('地方', 'n')]",住,v:resc,地方,n
8,Erbaugh/Kang/01.xml,34,"[('这', 'pro:dem'), ('是', 'v:cop'), ('唱', 'v'), ('戏', 'n'), ('的', 'poss'), ('地方', 'n')]",戏,n,地方,n
9,Erbaugh/Kang/01.xml,34,"[('有', 'v'), ('颜色', 'n'), ('的', 'poss')]",颜色,n,NA,NA
10,Erbaugh/Kang/01.xml,34,"[('我', 'pro:per'), ('要', 'v:aux'), ('变', 'v'), ('高', 'n:prop'), ('的', 'poss')]",高,n:prop,NA,NA
11,Erbaugh/Kang/01.xml,34,"[('我', 'pro:per'), ('要', 'v'), ('高', 'n:prop'), ('的', 'poss')]",高,n:prop,NA,NA
12,Erbaugh/Kang/01.xml,34,"[('高', 'n:prop'), ('的', 'poss')]",高,n:prop,NA,NA
13,Erbaugh/Kang/01.xml,34,"[('我', 'pro:per'), ('要', 'v'), ('脚', 'n'), ('的', 'poss')]",脚,n,NA,NA
14,Erbaugh/Kang/01.xml,34,"[('我', ''), ('要', ''), ('脚', ''), ('的', ''), ('我', 'pro:per'), ('要', 'v'), ('脚', 'n'), ('的', 'poss'), ('嘛', 'sfp')]",脚,,我,pro:per
15,Erbaugh/Kang/01.xml,34,"[('我', ''), ('要', ''), ('脚', ''), ('的', ''), ('我', 'pro:per'), ('要', 'v'), ('脚', 'n'), ('的', 'poss'), ('嘛', 'sfp')]",脚,n,嘛,sfp
16,Erbaugh/Kang/01.xml,34,"[('我', 'pro:per'), ('要', 'v'), ('高', 'n:prop'), ('的', 'poss'), ('嘛', 'sfp')]",高,n:prop,嘛,sfp
17,Erbaugh/Kang/01.xml,34,"[('我', 'pro:per'), ('要', 'v'), ('高', 'n:prop'), ('的', 'poss')]",高,n:prop,NA,NA
18,Erbaugh/Kang/01.xml,34,"[('这个', 'co'), ('就是', 'co:int'), ('前', 'n'), ('的', 'poss')]",前,n,NA,NA
19,Erbaugh/Kang/01.xml,34,"[('一', 'num'), ('个', ''), ('一', 'num'), ('个', 'cl'), ('开', 'v:resc'), ('公交', 'n'), ('车', 'n'), ('的', 'poss'), ('人', 'n'), ('来', 'v:dirc')]",车,n,人,n
20,Erbaugh/Kang/01.xml,34,"[('开', 'v:resc'), ('公交', 'n'), ('车', 'n'), ('的', 'poss'), ('人', 'n'), ('快', 'adv'), ('来', 'v:dirc'), ('开', 'v:resc'), ('吧', 'sfp')]",车,n,人,n
21,Erbaugh/Kang/01.xml,34,"[('叫', 'v'), ('一', 'num'), ('个', 'cl'), ('开', 'v:resc'), ('公交', 'n'), ('车', 'n'), ('的', 'poss'), ('人', 'n'), ('来', 'v:dirc'), ('开', 'v:resc')]",车,n,人,n
22,Erbaugh/Kang/01.xml,34,"[('这', 'pro:dem'), ('谁', 'pro:wh'), ('坐', 'v'), ('的', 'cleft'), ('地方', 'n')]",坐,v,地方,n
23,Erbaugh/Kang/01.xml,34,"[('爸爸', 'n:relat'), ('的', 'poss')]",爸爸,n:relat,NA,NA
24,Erbaugh/Kang/02.xml,35,"[('这', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss'), ('照片', 'n')]",我,pro:per,照片,n
25,Erbaugh/Kang/02.xml,35,"[('买', 'v'), ('的', 'cleft')]",买,v,NA,NA
26,Erbaugh/Kang/02.xml,35,"[('这个', 'co'), ('干', 'v'), ('什么', 'pro:wh'), ('的', 'poss')]",什么,pro:wh,NA,NA
27,Erbaugh/Kang/02.xml,35,"[('放', 'v'), ('勾', 'v'), ('子', 'n'), ('的', 'poss')]",子,n,NA,NA
28,Erbaugh/Kang/02.xml,35,"[('那', 'pro:dem'), ('是', 'v:cop'), ('谁', 'pro:wh'), ('拿', 'v'), ('的', 'cleft')]",拿,v,NA,NA
29,Erbaugh/Kang/02.xml,35,"[('我', 'pro:per'), ('的', 'cleft')]",我,pro:per,NA,NA
30,Erbaugh/Kang/02.xml,35,"[('不', 'adv'), ('是', 'v:cop'), ('宝宝', 'n:relat'), ('的', 'poss')]",宝宝,n:relat,NA,NA
31,Erbaugh/Kang/02.xml,35,"[('我', 'pro:per'), ('的', 'cleft')]",我,pro:per,NA,NA
32,Erbaugh/Kang/02.xml,35,"[('你', 'pro:per'), ('给', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('了', 'asp')]",你,pro:per,了,asp
33,Erbaugh/Kang/02.xml,35,"[('做', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('车', 'n')]",我,pro:per,车,n
34,Erbaugh/Kang/02.xml,35,"[('这', 'pro:dem'), ('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
35,Erbaugh/Kang/02.xml,35,"[('我', 'pro:per'), ('压', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('脚', 'n'), ('啦', 'sfp')]",你,pro:per,脚,n
36,Erbaugh/Kang/02.xml,35,"[('我', 'pro:per'), ('压', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('脚', 'n'), ('啦', 'sfp')]",你,pro:per,脚,n
37,Erbaugh/Kang/02.xml,35,"[('我', 'pro:per'), ('压', 'v'), ('你', 'pro:per'), ('的', 'poss'), ('脚', 'n')]",你,pro:per,脚,n
38,Erbaugh/Kang/02.xml,35,"[('怎么', 'adv:wh'), ('搞', 'v'), ('的', 'cleft')]",搞,v,NA,NA
39,Erbaugh/Kang/02.xml,35,"[('那个', 'co'), ('粘粘', 'v'), ('的', 'cleft'), ('啦', 'sfp')]",粘粘,v,啦,sfp
40,Erbaugh/Kang/02.xml,35,"[('这', 'pro:dem'), ('我', 'pro:per'), ('睡觉', 'v'), ('的', 'cleft'), ('地方', 'n')]",睡觉,v,地方,n
41,Erbaugh/Kang/02.xml,35,"[('这', 'pro:dem'), ('外面', 'post'), ('的', 'poss'), ('人', 'n')]",外面,post,人,n
42,Erbaugh/Kang/02.xml,35,"[('弄', 'v'), ('床单', 'n'), ('的', 'poss'), ('时候', 'n'), ('嘛', 'sfp')]",床单,n,时候,n
43,Erbaugh/Kang/02.xml,35,"[('软', 'adj'), ('的', 'nom'), ('呀', 'sfp')]",软,adj,呀,sfp
44,Erbaugh/Kang/02.xml,35,"[('眼', 'n'), ('的', 'cleft')]",眼,n,NA,NA
45,Erbaugh/Kang/02.xml,35,"[('包', 'v'), ('起来', 'v:dirc'), ('要', 'v:aux'), ('抱', 'v'), ('的', 'cleft')]",抱,v,NA,NA
46,Erbaugh/Kang/02.xml,35,"[('哪', 'pro:wh'), ('一', 'num'), ('小', 'adj'), ('宝', 'n'), ('宝', 'n'), ('是', 'v:cop'), ('不', 'adv'), ('抱', 'v'), ('的', 'cleft')]",抱,v,NA,NA
47,Erbaugh/Kang/02.xml,35,"[('叔叔', 'n:relat'), ('家', 'n'), ('的', 'poss')]",家,n,NA,NA
48,Erbaugh/Kang/02.xml,35,"[('抱', 'v'), ('的', 'cleft')]",抱,v,NA,NA
49,Erbaugh/Kang/02.xml,35,"[('叔叔', 'n:relat'), ('家', 'n'), ('的', 'poss'), ('阿姨', 'n:relat'), ('包', 'v'), ('到', 'v:resc'), ('外面', 'post'), ('去', 'v:dirc')]",家,n,阿姨,n:relat
50,Erbaugh/Kang/02.xml,35,"[('叔叔', 'n:relat'), ('家', 'n'), ('的', 'poss'), ('小', 'adj'), ('妹妹', 'n:relat'), ('都', 'adv'), ('不', 'adv'), ('讲话', 'v'), ('的', 'cleft')]",家,n,小,adj
51,Erbaugh/Kang/02.xml,35,"[('叔叔', 'n:relat'), ('家', 'n'), ('的', 'poss'), ('小', 'adj'), ('妹妹', 'n:relat'), ('都', 'adv'), ('不', 'adv'), ('讲话', 'v'), ('的', 'cleft')]",讲话,v,NA,NA
52,Erbaugh/Kang/02.xml,35,"[('给', 'v'), ('他', 'pro:per'), ('住', 'v:resc'), ('的', 'poss')]",住,v:resc,NA,NA
53,Erbaugh/Kang/02.xml,35,"[('那个', 'co'), ('楼梯', 'n'), ('的', 'poss'), ('火箭', 'n')]",楼梯,n,火箭,n
54,Erbaugh/Kang/03.xml,36,"[('我', 'pro:per'), ('吃', 'v'), ('的', 'cleft')]",吃,v,NA,NA
55,Erbaugh/Kang/03.xml,36,"[('喝', 'v'), ('的', 'cleft')]",喝,v,NA,NA
56,Erbaugh/Kang/03.xml,36,"[('我', 'pro:per'), ('做', 'v'), ('的', 'cleft'), ('这个', ''), ('这个', 'co'), ('积木', 'n'), ('哦', 'sfp')]",做,v,这个,
57,Erbaugh/Kang/03.xml,36,"[('好像', 'adv'), ('对', 'adj'), ('的', 'nom')]",对,adj,NA,NA
58,Erbaugh/Kang/03.xml,36,"[('开', 'v:resc'), ('洗衣机', 'n'), ('的', 'poss'), ('东西', 'n'), ('开', 'v:resc'), ('一', 'adv'), ('开', 'v:resc')]",洗衣机,n,东西,n
59,Erbaugh/Kang/03.xml,36,"[('这', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss'), ('纸', 'n'), ('哎', 'co')]",我,pro:per,纸,n
60,Erbaugh/Kang/03.xml,36,"[('这', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss'), ('笔', 'n'), ('哎', 'co')]",我,pro:per,笔,n
61,Erbaugh/Kang/03.xml,36,"[('你', 'pro:per'), ('不', 'adv'), ('要', 'v:aux'), ('捣', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('蛋', 'n'), ('嘛', 'sfp')]",我,pro:per,蛋,n
62,Erbaugh/Kang/03.xml,36,"[('很', 'adv'), ('大', 'adj'), ('的', 'nom')]",大,adj,NA,NA
63,Erbaugh/Kang/03.xml,36,"[('不', 'adv'), ('要', 'v:aux'), ('捣', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('蛋', 'n'), ('啦', 'sfp')]",我,pro:per,蛋,n
64,Erbaugh/Kang/03.xml,36,"[('不', 'adv'), ('要', 'v:aux'), ('捣', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('蛋', 'n'), ('啦', 'sfp')]",我,pro:per,蛋,n
65,Erbaugh/Kang/03.xml,36,"[('蓝', 'n'), ('的', 'poss')]",蓝,n,NA,NA
66,Erbaugh/Kang/03.xml,36,"[('这', 'pro:dem'), ('蓝', 'n'), ('的', 'poss')]",蓝,n,NA,NA
67,Erbaugh/Kang/03.xml,36,"[('这', 'pro:dem'), ('有', 'v'), ('个', 'cl'), ('生病', 'v'), ('的', 'cleft'), ('不', 'adv'), ('好看', 'adj'), ('哎', 'co')]",生病,v,不,adv
68,Erbaugh/Kang/03.xml,36,"[('我', 'pro:per'), ('不', 'adv'), ('要', 'v:aux'), ('看', 'v'), ('国语', 'n'), ('的', 'poss')]",国语,n,NA,NA
69,Erbaugh/Kang/03.xml,36,"[('不', 'adv'), ('要', 'v:aux'), ('捣', 'v'), ('我', 'pro:per'), ('的', 'poss'), ('蛋', 'n'), ('嘛', 'sfp')]",我,pro:per,蛋,n
70,Erbaugh/Kang/03.xml,36,"[('不', 'adv'), ('是', 'v:cop'), ('我', 'pro:per'), ('要', 'v:aux'), ('最', 'adv'), ('长', 'v'), ('的', 'cleft'), ('长', 'adj'), ('的', 'nom')]",长,v,长,adj
71,Erbaugh/Kang/03.xml,36,"[('不', 'adv'), ('是', 'v:cop'), ('我', 'pro:per'), ('要', 'v:aux'), ('最', 'adv'), ('长', 'v'), ('的', 'cleft'), ('长', 'adj'), ('的', 'nom')]",长,adj,NA,NA
72,Erbaugh/Kang/03.xml,36,"[('什么', 'pro:wh'), ('东西', 'n'), ('看', 'v'), ('谁', 'pro:wh'), ('的', 'poss'), ('东西', 'n'), ('看', 'v')]",谁,pro:wh,东西,n
73,Erbaugh/Kang/03.xml,36,"[('好', 'adj'), ('的', 'nom')]",好,adj,NA,NA
74,Erbaugh/Kang/03.xml,36,"[('大', 'adj'), ('一点', 'adj'), ('的', 'poss')]",一点,adj,NA,NA
75,Erbaugh/Kang/03.xml,36,"[('这', ''), ('是', ''), ('我', ''), ('的', ''), ('这', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss')]",我,,这,pro:dem
76,Erbaugh/Kang/03.xml,36,"[('这', ''), ('是', ''), ('我', ''), ('的', ''), ('这', 'pro:dem'), ('是', 'v:cop'), ('我', 'pro:per'), ('的', 'poss')]",我,pro:per,NA,NA
77,Erbaugh/Kang/04.xml,36,"[('你', 'pro:per'), ('的', 'poss'), ('麦克风', 'n'), ('在', 'prep'), ('那边', 'post')]",你,pro:per,麦克风,n
78,Erbaugh/Kang/04.xml,36,"[('这个', 'co'), ('干吗', 'v'), ('的', 'cleft')]",干吗,v,NA,NA
79,Erbaugh/Kang/04.xml,36,"[('那', 'pro:dem'), ('烫烫', 'v'), ('的', 'cleft'), ('是', 'v:cop'), ('什么', 'pro:wh'), ('东西', 'n')]",烫烫,v,是,v:cop
80,Erbaugh/Kang/04.xml,36,"[('辣辣', 'v'), ('的', 'cleft')]",辣辣,v,NA,NA
81,Erbaugh/Kang/04.xml,36,"[('这', 'pro:dem'), ('是', 'v:cop'), ('好', 'adj'), ('的', 'nom')]",好,adj,NA,NA
82,Erbaugh/Kang/04.xml,36,"[('这', 'pro:dem'), ('都', 'adv'), ('是', 'v:cop'), ('好', 'adj'), ('的', 'nom')]",好,adj,NA,NA
83,Erbaugh/Kang/04.xml,36,"[('丑', 'adj'), ('小', 'adj'), ('鸭', 'n'), ('吃', 'v'), ('的', 'cleft')]",吃,v,NA,NA
84,Erbaugh/Kang/04.xml,36,"[('我', 'pro:per'), ('的', 'poss'), ('脖子', 'n')]",我,pro:per,脖子,n
85,Erbaugh/Kang/04.xml,36,"[('我', 'pro:per'), ('妈妈', 'n:relat'), ('写', 'v'), ('的', 'cleft')]",写,v,NA,NA
86,Erbaugh/Kang/04.xml,36,"[('哪', 'pro:wh'), ('有', 'v'), ('吹', 'v'), ('到', 'v:resc'), ('你', 'pro:per'), ('的', 'poss')]",你,pro:per,NA,NA
87,Erbaugh/Kang/04.xml,36,"[('有', 'v'), ('头发', 'n'), ('的', 'cleft'), ('什么', 'pro:wh')]",头发,n,什么,pro:wh
88,Erbaugh/Kang/04.xml,36,"[('是', ''), ('动', ''), ('的', ''), ('是', 'v:cop'), ('动', 'v'), ('的', 'cleft'), ('大', 'adj'), ('卡车', 'n'), ('可以', 'v:aux'), ('按', 'v'), ('这个', 'co'), ('东西', 'n')]",动,,是,v:cop
89,Erbaugh/Kang/04.xml,36,"[('是', ''), ('动', ''), ('的', ''), ('是', 'v:cop'), ('动', 'v'), ('的', 'cleft'), ('大', 'adj'), ('卡车', 'n'), ('可以', 'v:aux'), ('按', 'v'), ('这个', 'co'), ('东西', 'n')]",动,v,大,adj
90,Erbaugh/Kang/04.xml,36,"[('积木', 'n'), ('的', 'poss'), ('圆', 'n'), ('桶', 'n')]",积木,n,圆,n
91,Erbaugh/Kang/04.xml,36,"[('是', 'v:cop'), ('彩', 'adj'), ('云', 'v'), ('担子', 'n'), ('面', 'n'), ('的', 'poss')]",面,n,NA,NA
92,Erbaugh/Kang/04.xml,36,"[('这', 'pro:dem'), ('是', 'v:cop'), ('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
93,Erbaugh/Kang/04.xml,36,"[('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
94,Erbaugh/Kang/04.xml,36,"[('你', 'pro:per'), ('的', 'cleft')]",你,pro:per,NA,NA
95,Erbaugh/Kang/04.xml,36,"[('玛丽', 'n:prop'), ('阿姨', 'n:relat'), ('的', 'poss')]",阿姨,n:relat,NA,NA
96,Erbaugh/Kang/04.xml,36,"[('生病', 'v'), ('的', 'cleft'), ('时候', 'n')]",生病,v,时候,n
97,Erbaugh/Kang/04.xml,36,"[('会', 'v:aux'), ('剪', 'v'), ('到', 'v:resc'), ('肉', 'n'), ('会', 'n'), ('痛', 'adj'), ('的', 'nom'), ('哦', 'sfp')]",痛,adj,哦,sfp
98,Erbaugh/Kang/04.xml,36,"[('我', 'pro:per'), ('不', 'adv'), ('会', 'v:resc'), ('弄', 'n'), ('坏', 'adj'), ('的', 'nom')]",坏,adj,NA,NA
99,Erbaugh/Kang/04.xml,36,"[('不', 'adv'), ('要', 'v:aux'), ('剪', 'v'), ('破', 'adj'), ('的', 'nom'), ('这个', 'co'), ('噢', 'co')]",破,adj,这个,co
100,Erbaugh/Kang/04.xml,36,"[('你', 'pro:per'), ('的', 'poss'), ('东西', 'n'), ('掉', 'v:resc'), ('了', 'asp')]",你,pro:per,东西,n
101,Erbaugh/Kang/04.xml,36,"[('这', 'pro:dem'), ('红红', 'adj'), ('的', 'poss')]",红红,adj,NA,NA
102,Erbaugh/Kang/04.xml,36,"[('蒋', 'n:prop'), ('阿姨', 'n:relat'), ('的', 'poss'), ('味道', 'n')]",阿姨,n:relat,味道,n
103,Erbaugh/Kang/04.xml,36,"[('这', 'pro:dem'), ('是', 'v:cop'), ('谁', 'pro:wh'), ('的', 'poss'), ('胶囊', 'n'), ('啊', 'sfp')]",谁,pro:wh,胶囊,n
104,Erbaugh/Kang/04.xml,36,"[('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
105,Erbaugh/Kang/04.xml,36,"[('这个', 'co'), ('书', 'n'), ('是', 'v:cop'), ('谁', 'pro:wh'), ('的', 'poss')]",谁,pro:wh,NA,NA
106,Erbaugh/Kang/04.xml,36,"[('司机', 'n'), ('伯伯', 'n'), ('是', 'v:cop'), ('开', 'v:resc'), ('汽车', 'n'), ('的', 'poss'), ('哎', 'co')]",汽车,n,哎,co
107,Erbaugh/Kang/04.xml,36,"[('婶婶', 'n'), ('家', 'n'), ('的', 'poss')]",家,n,NA,NA
108,Erbaugh/Kang/04.xml,36,"[('都', 'adv'), ('是', 'v:cop'), ('你', 'pro:per'), ('弄', 'v'), ('的', 'cleft')]",弄,v,NA,NA
109,Erbaugh/Kang/04.xml,36,"[('是', 'v:cop'), ('蒋', 'n:prop'), ('阿姨', 'n:relat'), ('的', 'poss'), ('袋子', 'n'), ('啊', 'sfp')]",阿姨,n:relat,袋子,n
110,Erbaugh/Kang/04.xml,36,"[('啊', 'sfp'), ('玛丽', 'n:prop'), ('阿姨', 'n:relat'), ('的', 'poss')]",阿姨,n:relat,NA,NA
111,Erbaugh/Kang/04.xml,36,"[('玛丽', 'n:prop'), ('阿姨', 'n:relat'), ('的', 'poss')]",阿姨,n:relat,NA,NA
112,Erbaugh/Kang/04.xml,36,"[('你', 'pro:per'), ('走', 'v:dirc'), ('的', 'poss'), ('时候', 'n'), ('我', 'pro:per'), ('就', 'adv'), ('丢', 'v')]",走,v:dirc,时候,n
113,Erbaugh/Kang/04.xml,36,"[('我', 'pro:per'), ('的', 'poss'), ('卡车', 'n'), ('从', 'prep'), ('这边', 'post'), ('开', 'v:resc'), ('过去', 'v:dirc'), ('啊', 'sfp')]",我,pro:per,卡车,n
114,Erbaugh/Kang/04.xml,36,"[('红红', 'adj'), ('的', 'poss'), ('喉咙', 'n')]",红红,adj,喉咙,n
115,Erbaugh/Kang/04.xml,36,"[('风', 'n'), ('寒', 'adj'), ('的', 'cleft'), ('药', 'n')]",寒,adj,药,n
116,Erbaugh/Kang/05.xml,37,"[('我', 'pro:per'), ('这', 'pro:dem'), ('样子', 'n'), ('摔', 'v'), ('的', 'cleft')]",摔,v,NA,NA
117,Erbaugh/Kang/05.xml,37,"[('我', 'pro:per'), ('给', 'v'), ('你', 'pro:per'), ('的', 'poss')]",你,pro:per,NA,NA
118,Erbaugh/Kang/05.xml,37,"[('乖', 'adj'), ('的', 'nom'), ('时候', 'n')]",乖,adj,时候,n
119,Erbaugh/Kang/05.xml,37,"[('乖', 'adj'), ('的', 'nom'), ('时候', 'n'), ('啊', 'sfp')]",乖,adj,时候,n
120,Erbaugh/Kang/05.xml,37,"[('乖', 'adj'), ('的', 'nom'), ('时候', 'n'), ('是', 'v:cop'), ('吧', 'sfp')]",乖,adj,时候,n
121,Erbaugh/Kang/05.xml,37,"[('那', 'conj'), ('这样', 'adv'), ('的', 'cleft'), ('我', 'pro:per'), ('听', 'v'), ('的', 'cleft'), ('受不了', 'v'), ('了', 'asp')]",这样,adv,我,pro:per
122,Erbaugh/Kang/05.xml,37,"[('那', 'conj'), ('这样', 'adv'), ('的', 'cleft'), ('我', 'pro:per'), ('听', 'v'), ('的', 'cleft'), ('受不了', 'v'), ('了', 'asp')]",这样,adv,我,pro:per
123,Erbaugh/Kang/05.xml,37,"[('春天', 'n'), ('的', 'poss'), ('巫婆', 'n'), ('啊', 'sfp')]",春天,n,巫婆,n
124,Erbaugh/Kang/05.xml,37,"[('春天', 'n'), ('的', 'poss'), ('巫婆', 'n')]",春天,n,巫婆,n
125,Erbaugh/Kang/05.xml,37,"[('到', 'v:resc'), ('xxx', ''), ('完', 'v:resc'), ('的', 'poss'), ('时候', 'n')]",完,v:resc,时候,n
126,Erbaugh/Kang/05.xml,37,"[('他', 'pro:per'), ('在', 'prep'), ('里面', 'post'), ('的', 'poss'), ('东西', 'n')]",里面,post,东西,n
127,Erbaugh/Kang/05.xml,37,"[('我', 'pro:per'), ('要', 'v'), ('我', 'pro:per'), ('要', 'v:aux'), ('带', 'v'), ('背', 'n'), ('在', 'prep'), ('后面', 'post'), ('的', 'poss')]",后面,post,NA,NA
128,Erbaugh/Kang/05.xml,37,"[('那个', 'co'), ('是', 'v:cop'), ('美国', 'n:prop'), ('出来', 'v:dirc'), ('的', 'cleft'), ('那个', 'co')]",出来,v:dirc,那个,co
129,Erbaugh/Kang/05.xml,37,"[('美国', 'n:prop'), ('读', 'v'), ('来', 'v:dirc'), ('的', 'cleft'), ('那个', 'co')]",来,v:dirc,那个,co
130,Erbaugh/Kang/05.xml,37,"[('这个', 'co'), ('装', 'v'), ('哪里', 'pro:wh'), ('的', 'poss')]",哪里,pro:wh,NA,NA
131,Erbaugh/Kang/05.xml,37,"[('还', 'adv'), ('可以', 'v:aux'), ('装', 'v'), ('一', 'num'), ('个', 'cl'), ('黑', 'v'), ('的', 'cleft'), ('呢', 'sfp')]",黑,v,呢,sfp
132,Erbaugh/Kang/05.xml,37,"[('可是', 'conj'), ('他', 'pro:per'), ('这边', 'post'), ('还有', 'conj'), ('一', 'num'), ('个', 'cl'), ('还是', 'adv'), ('白色', 'adj'), ('的', 'nom')]",白色,adj,NA,NA
133,Erbaugh/Kang/05.xml,37,"[('不', 'adv'), ('会', 'v:resc'), ('的', 'poss')]",会,v:resc,NA,NA
134,Erbaugh/Kang/05.xml,37,"[('是', 'v:cop'), ('我', 'pro:per'), ('做', 'v'), ('的', 'cleft'), ('越来越', 'adv'), ('胖', 'adj'), ('了', 'asp')]",做,v,越来越,adv
135,Erbaugh/Kang/05.xml,37,"[('你', 'pro:per'), ('的', 'poss'), ('办公室', 'n'), ('啊', 'sfp'), ('办公室', 'n')]",你,pro:per,办公室,n
136,Erbaugh/Kang/05.xml,37,"[('打', 'v'), ('的', 'cleft'), ('远', 'adj')]",打,v,远,adj
137,Erbaugh/Kang/05.xml,37,"[('奶奶', 'n:relat'), ('给', 'v'), ('我', 'pro:per'), ('的', 'poss')]",我,pro:per,NA,NA
138,Erbaugh/Kang/05.xml,37,"[('我', 'pro:per'), ('看', 'v'), ('她', 'pro:per'), ('xxx', ''), ('我', 'pro:per'), ('也', 'adv'), ('拿', 'v'), ('她', 'pro:per'), ('的', 'poss'), ('枪', 'n'), ('唉', 'co')]",她,pro:per,枪,n
139,Erbaugh/Kang/05.xml,37,"[('她', 'pro:per'), ('要', 'v'), ('的', 'cleft'), ('时候', 'n'), ('我', 'pro:per'), ('就', 'adv'), ('给', 'v'), ('她', 'pro:per')]",要,v,时候,n
140,Erbaugh/Kang/05.xml,37,"[('她', 'pro:per'), ('要', 'v'), ('的', 'cleft'), ('时候', 'n'), ('我', 'pro:per'), ('就', 'adv'), ('给', 'v'), ('她', 'pro:per')]",要,v,时候,n
141,Erbaugh/Kang/05.xml,37,"[('会', 'n'), ('打', 'v'), ('不', 'adv'), ('出来', 'v:dirc'), ('的', 'poss')]",出来,v:dirc,NA,NA
142,Erbaugh/Kang/05.xml,37,"[('活', 'adj'), ('不', 'adv'), ('了', 'asp'), ('的', 'poss')]",了,asp,NA,NA
143,Erbaugh/Kang/05.xml,37,"[('那个', 'co'), ('活', 'adj'), ('的', 'nom'), ('了', 'asp'), ('那个', 'co')]",活,adj,了,asp
144,Erbaugh/Kang/05.xml,37,"[('在', 'prep'), ('肚子', 'n'), ('里头', 'post'), ('的', 'poss')]",里头,post,NA,NA
145,Erbaugh/Kang/05.xml,37,"[('你', 'pro:per'), ('的', 'poss'), ('朋友', 'n'), ('在', 'prep'), ('哪里', 'pro:wh'), ('回来', 'v')]",你,pro:per,朋友,n
146,Erbaugh/Kang/05.xml,37,"[('怎么', 'adv:wh'), ('弄', 'v'), ('的', 'cleft')]",弄,v,NA,NA
147,Erbaugh/Kang/05.xml,37,"[('怎么', 'adv:wh'), ('倒', 'v'), ('的', 'cleft')]",倒,v,NA,NA
148,Erbaugh/Kang/05.xml,37,"[('你', 'pro:per'), ('是', 'v:cop'), ('你', 'pro:per'), ('是', 'v:cop'), ('多少', 'pro:wh'), ('钱', 'n'), ('的', 'poss'), ('了', 'asp')]",钱,n,了,asp
149,Erbaugh/Kang/05.xml,37,"[('脏', 'adj'), ('的', 'nom'), ('要命', 'adj')]",脏,adj,要命,adj
150,Erbaugh/Kang/05.xml,37,"[('妈妈', 'n:relat'), ('有', 'v'), ('人', 'n'), ('会', 'v:aux'), ('有', 'v'), ('人', 'n'), ('昏', 'adj'), ('的', 'nom')]",昏,adj,NA,NA
151,Erbaugh/Kang/05.xml,37,"[('不', 'adv'), ('会', 'v:resc'), ('的', 'poss')]",会,v:resc,NA,NA
152,Erbaugh/Kang/05.xml,37,"[('还', 'adv'), ('没有', 'adv'), ('修', 'v'), ('好', 'adj'), ('的', 'nom'), ('拉', 'v')]",好,adj,拉,v
153,Erbaugh/Kang/05.xml,37,"[('不', 'adv'), ('是', 'v:cop'), ('送给', 'v'), ('你', 'pro:per'), ('的', 'poss')]",你,pro:per,NA,NA
154,Erbaugh/Kang/05.xml,37,"[('给', 'v'), ('别人', 'pro:per'), ('的', 'poss')]",别人,pro:per,NA,NA
